codigo de articulo ;Descripcion;codigo de barras ;Proveedor;Departamento;Categoria;Marca
26045;HIERBAS D/CERRO LAXANYUYOS 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19309;INFUSION FRUTILLA X 15 SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
52275;PERF.AMB.WALKER 1MILLION X60ML;52275;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
25397;PERM.AMB.WALKER ATOMIZADOR 60M;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
14030;POROTO NEGRO GARRISON X1KG;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
54315;PREMEZCLA PAN NANI X500G;7,79812E+12;DISTRIBUIDORA DALETH;ESPECIALES;CELIACOS;NANI
76105;QUESO EL JUMIAL HOLANDA  X KG;0;QUESOS REGIONALES S R L;FIAMBRES Y QUESOS;QUESOS;EL JUMIAL
72447;QUESO GRUYERITO LAC.PREMIUM XK;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
78104;TOALLA INFANTIL INDIVIDUAL;78104;BLANCO MAX;HOGAR;BAZAR;ARCO IRIS
61587;TRAPO PISO E.T GRIS/BCO. 50X60;3,33333E+12;TRAID EDUARDO WALTER;LIMPIEZA;ACCESORIOS DE LIMPIEZA;ET
95887;V/OVEJA BLACK CHENIN DULC X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS BLANCOS;OVEJA BLACK
23348;ACEITE OLIVA INDALO LAT X500;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
50591;BOLSA RES.CONSORCIO 80X110 LP;7,79446E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
52783;BRUMOLINE AMARILLLO X1KG;7,79215E+12;ARQUIM S.A.;LIMPIEZA;INSECTICIDAS;BRUMOLINE
63850;ENSALADERA ECMA Nº24 CORAL/SER;7,79801E+12;GERBAUDO GRACIELA ELENA;HOGAR;BAZAR;ECMA SERIES
62958;FIJA MAS 3EN1 C/HIERB 70C 20VO;7,791E+12;RAFAEL GALLEGOS SRL;PERFUMERIA;CUIDADO DE CABELLO;Biferdil
26046;HIERBAS D/CERRO DIUREYUYO 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
51719;LECHE MARCREM E/P ENT.X800G;7,7981E+12;Nordeste S.R.L.;ALMACEN;DESAYUNO;MARCREM
13991;LENTEJAS GARRISON X400G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
32078;PERF.VIVE.PRINCESS IN E X100ML;3,7004E+12;EXP. e IMP. PAR-BRAS S.A.;PERFUMERIA;HOMBRES;GENERICO
77599;POROTO NEGRO KHUNPAY X1KILO;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
16925;QUESO LA QUESERA CREMOSO X KG;;Cassini y Cesaratto;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
70880;TRAPO PISO CONSORCIO.B/G 50X75;4,01987E+12;TRAID EDUARDO WALTER;LIMPIEZA;PISOS;ET
95886;V/OVEJA BLACK RESERVA X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;OVEJA BLACK
30218;Y/M PLAYADITO X250G;7,7937E+12;COOP.AGRICOLA COLONIA LIEBIG LTDA.;ALMACEN;DESAYUNO;PLAYADITO
73612;ALMANDOZ ASADERA ANTIHAD.N3;7,79809E+12;ALMANDOZ;HOGAR;BAZAR;ALMANDOZ
73611;ALMANDOZ ASADERA ANTIHAD.N4;7,79809E+12;ALMANDOZ;HOGAR;BAZAR;ALMANDOZ
14028;ARVEJA PARTIDA GARRISON X400G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
63851;ENSALADERA ECMA Nº26 CORAL/SER;63851;GERBAUDO GRACIELA ELENA;HOGAR;BAZAR;ECMA SERIES
62957;FIJA MAS 3EN1 C/HIERB 70C 30VO;7,791E+12;RAFAEL GALLEGOS SRL;PERFUMERIA;CUIDADO DE CABELLO;Biferdil
26037;HIERBAS D/CERRO DIABEYUYOS 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19311;INFUSION MENTA LIMON 15 SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
76104;QUESO EL JUMIAL TYBO X KG;0;QUESOS REGIONALES S R L;FIAMBRES Y QUESOS;QUESOS;EL JUMIAL
73773;SMOOTHIE FRUTOS ROJOS 500ML;7,54698E+11;LOGICA NATURAL SRL;ESPECIALES;DIET Y LIGHT;Felices las Vacas
95877;V/SIN PALABRAS MB E.N X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;SIN PALABRAS
78402;ARROZ D/MAR RISOTO VERDUR X500;7,79085E+12;MARCOS SCHMUKLER S.A.;ALMACEN;ARROZ - LEGUMBRES;DON MARCOS
78401;ARROZ D/MAR RISOTO HONGO X500;7,79085E+12;MARCOS SCHMUKLER S.A.;ALMACEN;ARROZ - LEGUMBRES;DON MARCOS
78400;ARROZ D/MARCOS RISOT PATA X500;7,79085E+12;MARCOS SCHMUKLER S.A.;ALMACEN;ARROZ - LEGUMBRES;DON MARCOS
23349;ACEITE OLIVA INDALO PET X250;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
4981;DULCE MEMBR.P/REPOST.PUPA 10KG;7,7981E+12;Nordeste S.R.L.;ALMACEN;REPOSTERIA Y POSTRES;PUPA
56221;GLOBO METALIZADO NAVIDAD 2X7CM;56221;LAVALLE 2568 S.R.L;HOGAR;BAZAR;GENERICO
26036;HIERBAS D/CERRO ARTERIAYUY 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19312;INFUSION SURTIDO 7 SABORES;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
77596;LENTEJAS KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
14394;MAIZ PISADO GARRISON BCO X400G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
77610;PAPA BALCARCE TRAD 9X9MM X2,5K;7,7983E+12;FINCA BALCARCE SA;FRESCOS;PAPAS CONGELADAS;BALCARCE
32077;PERF.VIVE.PRINCE EV.MEN X100ML;3,7004E+12;EXP. e IMP. PAR-BRAS S.A.;PERFUMERIA;HOMBRES;GENERICO
57781;POLVO DE FECULA 220GR CELESTE;7,79485E+12;ClinOff S.A;PERFUMERIA;TOCADOR;Clin off
53981;QUESO LA QUESERA P-SALUT XKG;;Cassini y Cesaratto;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
72450;QUESO MORBIER LAC.PREMIUM XKG;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
51771;RICOTTA SAN LUCIO X KG;;SAN LUCIO S.A;FRESCOS;LACTEOS;SAN LUCIO
73774;SMOOTHIE MANGO/MARAC X500ML;7,54698E+11;LOGICA NATURAL SRL;ESPECIALES;DIET Y LIGHT;Felices las Vacas
95878;V/SIN PALABRAS CB E.N X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;SIN PALABRAS
30216;Y/M PLAYADITO S/PALO X500G;7,7937E+12;COOP.AGRICOLA COLONIA LIEBIG LTDA.;ALMACEN;DESAYUNO;PLAYADITO
23329;ACEITE OLIVA INDALO PET X500;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
33507;AROMAT.GEL WALKER AQUA X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
55044;AROMAT.GEL WALKER FRUTILL X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
59604;AROMAT.GEL WALKER G.BLACK X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
29032;AROMAT.GEL WALKER LIMON X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
17989;AROMAT.GEL WALKER MANZANA X80G;7,89823E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
29033;AROMAT.GEL WALKER MANZANA X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
29035;AROMAT.GEL WALKER NARANJA X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
16656;AROMAT.GEL WALKER PACO/ONE 80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
54271;AROMAT.GEL WALKER SENSUAL X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
33506;AROMAT.GEL WALKER UVA X80G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
29034;AROMAT.GEL WALKER VAI/PRID X80;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
52274;AROMAT.GEL WALKER VICTORY X80G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
77595;ARVEJAS PARTIDAS KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
7516;CEPILLO DE METAL P/ PERRO;6,92101E+12;Inalpa s.a.i.c.i.s.a.;ALMACEN;;GENERICO
26043;HIERBAS D/CERRO EXPECTOYUY 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19313;INFUSION ARANDANOS X15SAQ;0;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
18349;MAIZ PISADO COLO GARRISON 400G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
32076;PERF.VIVE LIVE DRE MEN X100ML;3,7004E+12;EXP. e IMP. PAR-BRAS S.A.;PERFUMERIA;HOMBRES;GENERICO
23695;POLLO ENTERO LAS CAMELIA XKG;23695;LAS CAMELIAS S.A;CARNES;DEPARTAMENTO 9;Proveedores Varios u Ocasionales
57782;POLVO DE FECULA 220GR ROSA;7,79485E+12;ClinOff S.A;PERFUMERIA;TOCADOR;Clin off
13573;QUESO BARRAZA BARRA X KG;;LACTEOS BARRAZA S.A.;FIAMBRES Y QUESOS;QUESOS;BARRAZA
95876;V/SENSEI X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;GENERICO
16933;Y/M LIEBIG ORIGINAL X500G;7,7937E+12;COOP.AGRICOLA COLONIA LIEBIG LTDA.;ALMACEN;DESAYUNO;PLAYADITO
18147;ACEITE OLIVA INDALO PET X2L;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
59321;ADEREZO BLUE CHEESE TAU DELTA;7,79815E+12;TAU DELTA S.A.;ALMACEN;ACEITES Y VINAGRES;TAU DELTA
7515;COMEDERO P/ PERRO;6,98652E+12;Inalpa s.a.i.c.i.s.a.;ALMACEN;MASCOTAS;GENERICO
10262;ESPONJA PARA SUPERF.DELICADAS;7,79056E+12;Proveedores Varios u Ocasionales;LIMPIEZA;ACCESORIOS DE LIMPIEZA;GENERICO
31832;FRAGANCIA CLIMA WALKER X120CC;7,98054E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
26047;HIERBAS D/CERRO COLESTYUYO 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19314;INFUSION HIERBAS AROM. X 15SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
77597;LENTEJONES KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
75943;MORTADELA BOLOG/BOCH X320GRS;7,79063E+12;RAFAELA ALIMENTOS S.A;FIAMBRES Y QUESOS;FIAMBRES;LARIO
32051;PERF.MAN O MAN COMPLETE X100ML;3,7004E+12;EXP. e IMP. PAR-BRAS S.A.;PERFUMERIA;HOMBRES;GENERICO
72456;QUESO MORBIER L/PREM.E/CÑA XKG;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
7237;QUESO SAN LUCIO SARDO X KG;;SAN LUCIO S.A;FIAMBRES Y QUESOS;QUESOS;SAN LUCIO
70095;SUPER BRUMOLINE EST.X200G;7,79215E+12;ARQUIM S.A.;LIMPIEZA;INSECTICIDAS;BRUMOLINE
95879;V/PROFUGO FRUTOS ROJOS X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;PROFUGO
2229;Y/M PLAYADITO HIERBAS X500;7,7937E+12;COOP.AGRICOLA COLONIA LIEBIG LTDA.;ALMACEN;DESAYUNO;PLAYADITO
69571;ABSORVENTE A-40 X3000UNI;0;Bolsaplast s.r.l.;BUFFET;ROTISERIA-COCINA;EOS
15615;ACEITE OLIVA INDALO PET X3L;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
16654;ANTIEMPAÑANTE WALKER X60ML;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;MUEBLES METALES Y POMADAS;WALKER
51259;CONOPIZZA JAMON 30X1U;7,79815E+12;CONO PIZZA MISIONES;CONGELADOS;PIZZAS;GENERICO
66824;DURAZNO VIGENTE E/MITAD X820G;7,79012E+12;AGROINDUSTRIAS LA ESPAÑOLA S A;ALMACEN;CONSERVAS;VIGENTE
56223;GLOBO METALIZADO NAVIDAD X10CM;56223;LAVALLE 2568 S.R.L;HOGAR;BAZAR;GENERICO
26041;HIERBAS D/CERRO REGULAYUYO 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19315;INFUSION FRUTOS AZULES X 15SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
18348;MAIZ PISINGALLO GARRISON X400G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
78251;MAIZ PISINGALLO KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
78499;NUTRIBON PLUS PERRO CACHO.X1,5;7,79818E+12;DISTR.MUNDO ANIMAL;ALMACEN;MASCOTAS;NUTRIBON
50377;PASACERA BJ PLASTICO X1U;7,79811E+12;LA ESTRELLA;LIMPIEZA;ACCESORIOS DE LIMPIEZA;GENERICO
32052;PERF.MAN O MAN DESIRE X100ML;3,7004E+12;EXP. e IMP. PAR-BRAS S.A.;PERFUMERIA;HOMBRES;GENERICO
23046;QUESO BARRAZA FONTINA X KG;;LACTEOS BARRAZA S.A.;FIAMBRES Y QUESOS;QUESOS;BARRAZA
7168;QUESO LA QUESERA REGGIANITO KG;;DENIS ADOLFO IGNACIO;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
72451;QUESO RACLETTE LAC.PREMIUM XKG;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
7238;QUESO SAN LUCIO REGGIANITO XKG;;SAN LUCIO S.A;FIAMBRES Y QUESOS;QUESOS;SAN LUCIO
75944;SALCHICHA COCIDA LARIO X6U;7,79063E+12;RAFAELA ALIMENTOS S.A;FIAMBRES Y QUESOS;SALCHICHAS;LARIO
95880;V/PROFUGO ESPECIAS X750;0;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;PROFUGO
77897;VELON  7 DIAS MURIEL;7,79808E+12;ILUMINARTE;HOGAR;ACCESOR.DE HOGAR;ILUMINARTE
59322;VINAGRETA ITALIANA TAU DELTA;7,79815E+12;TAU DELTA S.A.;ALMACEN;ACEITES Y VINAGRES;TAU DELTA
30220;Y/M PLAYADITO TERERE X500G;7,7937E+12;COOP.AGRICOLA COLONIA LIEBIG LTDA.;ALMACEN;DESAYUNO;PLAYADITO
23350;ACEITE OLIVA GOURMET INT X250;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;GOURMET
63833;CACEROLA ECMA Nº20 CORAL;7,79801E+12;GERBAUDO GRACIELA ELENA;HOGAR;BAZAR;ECMA SERIES
27744;CARAM.LHERITIER COCO X900G;7,79286E+12;Lheritier Argentina s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;LHERITIER
60421;"CORTINA PLATICA ""ENCAJE""";7,79713E+12;TEXSAP S.R.L;HOGAR;BAZAR;TEXSAP
26048;HIERBAS D/CERRO SEXYUYOS 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
59323;HONEY MUSTARD TAU DELTA;7,79815E+12;TAU DELTA S.A.;ALMACEN;ACEITES Y VINAGRES;TAU DELTA
19316;INFUSION MANZ/MIEL/CANE 15SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
58152;MEJORADOR SB DIRECTO X10KG;0;DON VICTOR SRL isumos para panaderia;PANADERIA;INSUMOS PRODUCCION.;SB DIRECTO
32050;PERF.MAG.MOM INSIGH MEN X100ML;3,7004E+12;EXP. e IMP. PAR-BRAS S.A.;PERFUMERIA;HOMBRES;GENERICO
14401;POLENTA COC/RAP GARRISON X500G;7,79809E+12;AGRONOR S.A.;ALMACEN;HARINAS;GARRISON
77598;POROTO COLORADO KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
75945;SALCHICHA COC LARIO X12U;7,79063E+12;RAFAELA ALIMENTOS S.A;FIAMBRES Y QUESOS;SALCHICHAS;LARIO
62041;SECADOR PLST.DOBL/GOMA NGA RAY;7,79545E+12;M Y M FABRIZZI S.R.L;LIMPIEZA;ACCESORIOS DE LIMPIEZA;GENERICO
95881;V/PROFUGO MR.FRANC X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;PROFUGO
29214;VASO DURAX TORN.ANABEL CIEL.X1;7,79812E+12;EL MUNDO DEL BAZAR- Sanchez Rolando;HOGAR;BAZAR;GENERICO
14809;WALKER TOQUE AUTO FULL;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
1973;Y/M MATE ROJO ESPECIAL X500;7,79057E+12;MOLINOS LA MISION S.A;ALMACEN;DESAYUNO;MATE ROJO
23351;ACEITE OLIVA GOURMET SUAV X250;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;GOURMET
59671;ARROZ GARRISON L/F 5/0 X500G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
25416;CARAM.LHERITIER LECHE X900G;7,79286E+12;Lheritier Argentina s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;LHERITIER
33839;CORTINA BAÑO DOBLE PREMIUN;7,79713E+12;ELIZALDE JOSE MARIA;HOGAR;BAZAR;ELIPLAST
16487;FILET DE BOGA EPUYEN X KG;;MIMEN S.R.L.;CONGELADOS;PESCADOS Y MARISCOS;Proveedores Varios u Ocasionales
26044;HIERBAS D/CERRO PARASIYUYO 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19317;INFUSION MANZ. Y SAUCO 15 SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
32762;JAMON SERRANO NAHUEL X KG;;El Nahuel Frigorifico S.R.L;FIAMBRES Y QUESOS;FIAMBRES;NAHUEL
54491;MEJORARDOR CALSA MAX X 0.500GR;0;DON VICTOR SRL isumos para panaderia;PANADERIA;INSUMOS PRODUCCION.;CALSA
7171;QUESO LA QUESERA PROVOLET X KG;;DENIS ADOLFO IGNACIO;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
72457;QUESO RACLETTE L/PRE.E/CÑA XKG;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
17698;TABLETA D/LECHE VAVQUITA 400G;7,79814E+12;Proveedores Varios u Ocasionales;ALMACEN;GOLOSINAS Y CHOCOLATES;VAUQUITA
95882;V/PROFUGO CHENIN DULC X750;0;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS BLANCOS;PROFUGO
1972;Y/M MATE ROJO ESPECIAL X1KG;7,79057E+12;MOLINOS LA MISION S.A;ALMACEN;DESAYUNO;MATE ROJO
2061;Y/M ROSAMONTE ESPECIAL X1KG;7,79041E+12;HREÑUK S.A;ALMACEN;DESAYUNO;ROSAMONTE
14091;ACEITE OLIVA INDALO INT X500ML;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
75910;ALF.JORGITO AZUCARADO X50GRS;77905758;ALFAJORES JORGITO S.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;JORGITO
237;ARROZ CATINI 4/0 X1KG;7,79808E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;CATINI
63831;CACEROLA ECMA Nº24 CORAL;7,79801E+12;GERBAUDO GRACIELA ELENA;HOGAR;BAZAR;ECMA SERIES
23370;HARINA MAIZ INDELMA X500G;7,79359E+12;Molinos Indelma s.a.;ALMACEN;HARINAS;INDELMA
26039;HIERBAS D/CERRO GASTRIYUYO 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
30576;JAMON SERRANO 1/2 NAHUEL X KG;;El Nahuel Frigorifico S.R.L;FIAMBRES Y QUESOS;FIAMBRES;NAHUEL
78771;MAIZ PISADO BCO KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
72911;MEJORADOR CALSA MAX X1.500GR.;0;DON VICTOR SRL isumos para panaderia;PANADERIA;INSUMOS PRODUCCION.;GENERICO
78500;NUTRIBON GATO FRUT.MAR.X500GR;7,79818E+12;DISTR.MUNDO ANIMAL;ALMACEN;MASCOTAS;NUTRIBON
56915;QUESO BARRAZA AZUL XKG;;LACTEOS BARRAZA S.A.;FIAMBRES Y QUESOS;QUESOS;BARRAZA
72448;QUESO HOLANDA LAC.PREMIUM XKG;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
95875;V/CUATRO MONOS LOCOS MB X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;CUATRO MONOS LOCOS
67034;WALKER SPORT FULL 1 MILLION 8G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
55036;WALKER SPORT FULL ACQUA;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
70573;WALKER SPORT FULL ARANDANOS;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
52727;WALKER SPORT FULL BLACK;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
55034;WALKER SPORT FULL CITRUS;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
55035;WALKER SPORT FULL LAVANDA;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
66394;WALKER SPORT FULL SENSUAL X8G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
52728;WALKER SPORT FULL TROPICAL;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
56021;WALKER SPORT FULL UVA;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
31258;WALKER SPORT FULL VAINILLA;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
18967;WALKER SPORT FULL VAIN-PRIDE;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
56020;WALKER SPORT FULL VICTORY;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
16222;ACEITE OLIVA GOURMET SUAV X500;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;GOURMET
75911;ALF.JORGITO NEGRO X55GRS;77905741;ALFAJORES JORGITO S.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;JORGITO
2127;BOTELLA TERMICA TARAGUI X500;7,79039E+12;ESTABLECIMIENTO LAS MARIAS SACIFA;HOGAR;BAZAR;TARAGUI
23368;HARINA MAIZ CREMA INDELMA X900;7,79359E+12;Molinos Indelma s.a.;ALMACEN;HARINAS;INDELMA
78495;JUGO BIG CHOICE NARANJA X1LT;7,79829E+12;BIGAR S.A.;BEBIDAS;JUGOS LISTOS;BIG CHOICE
18218;LECHON MEDIA RES ESP.C/CZA.XKG;;COFRA - Coop.Frigorifica L.N. Alem;CARNES;DEPARTAMENTO 9;COFRA
78772;MAIZ PISADO COL KHUNPAY X400G;7,79842E+12;Khunpay;ALMACEN;ARROZ - LEGUMBRES;KHUNPAY
20644;MEJORADOR FORMULA UNO 10KG;7,79081E+12;DON VICTOR SRL isumos para panaderia;PANADERIA;INSUMOS PRODUCCION.;FORMULA UNO
78501;NUTRIBON GATO FRUT.MAR.X1,5K;7,79818E+12;DISTR.MUNDO ANIMAL;ALMACEN;MASCOTAS;NUTRIBON
23047;QUESO BARRAZA PROVOLONE X KG;;LACTEOS BARRAZA S.A.;FIAMBRES Y QUESOS;QUESOS;BARRAZA
7299;QUESO LA QUESERA CANESTRA X KG;;DENIS ADOLFO IGNACIO;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
59324;SALSA DE CIRUELA Y MIEL TAU DE;7,79815E+12;TAU DELTA S.A.;ALMACEN;CONSERVAS;TAU DELTA
66395;WALKER SPORT FULL FRUTILLA X8G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
55043;WALKER SPORT REP ACQUA;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
72057;WALKER SPORT REP BLACK;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
