codigo de articulo ;codigo de barras ;Nombre de producto;Departamento;Categoria
13222;7790380005346;CHOC.GEORGALOS S/AMARGO X160G;ALMACEN;GOLOSINAS Y CHOCOLATES
24112;7798073174614;CRIADORES ADULTO PAQ.10X1,5KG;ALMACEN;MASCOTAS
32535;7791672014435;PAN DULCE FANTOCHE C/FRU X400G;ALMACEN;REPOSTERIA Y POSTRES
32536;7791672014442;PAN DULCE FANTOCHE C/CHIP X500;ALMACEN;REPOSTERIA Y POSTRES
5355;7793589110255;AZUCAR NEGRA DAUBY X1KG;ALMACEN;DESAYUNO
55481;0;DANAROMA VAINILLA 1BOT X 1L.;ALMACEN;REPOSTERIA Y POSTRES
55850;;PAN DULCE FANTOCHE MARMOL X400;ALMACEN;REPOSTERIA Y POSTRES
60215;77933898;CHOC.GEORG.S/A.REL CERE 12X25G;ALMACEN;GOLOSINAS Y CHOCOLATES
55070;0;DANAROMA NARANJA 1BOT X 1L.;ALMACEN;REPOSTERIA Y POSTRES
18911;7791672001558;PAN DULCE FANTOCHE MARMO X400G;ALMACEN;REPOSTERIA Y POSTRES
50456;7798156720363;CHACAL ALIMENTO GATOS X8KG;ALMACEN;MASCOTAS
25604;7791672001985;PAN DULCE FANTOCHE S/FRUT 500G;ALMACEN;REPOSTERIA Y POSTRES
50669;7790398100644;LECHE PAULINA POLVO C/VIT X800;ALMACEN;DESAYUNO
54228;54228;HIGOS G&B CONFITADOS P/REP X3K;ALMACEN;CONSERVAS
60465;7790453005259;FIDEO VOLCAN NIDO Nº3 X500G;ALMACEN;PASTAS SECAS Y SALSAS
16701;7793360001192;PALMITO LA CAMPAG.X500G;ALMACEN;CONSERVAS
55161;7790411000548;Y/M ROSAMONTE SUAVE ESP X500;ALMACEN;DESAYUNO
68450;7792900624020;SALERO EF PARRX500 DOS ANCLAS;ALMACEN;CALDOS, SOPAS, PURES
5526;7791273001018;ALCAPARRA NOGAL E/VINA X250G;ALMACEN;CONSERVAS
14070;7791273001490;ALCAPARRA NOGAL E/VIN X100G;ALMACEN;CONSERVAS
34169;7790380005544;HUEVO GEO DECOR GLASE 12X200;ALMACEN;GOLOSINAS Y CHOCOLATES
74980;7790480089796;M/C LA TRANQUERA X 25SAQ.;ALMACEN;DESAYUNO
16683;7798040220054;ALCAPARRA ORIGENES X1,573G;ALMACEN;CONSERVAS
74981;7790480089802;M/C LA TRANQUERA X 50SAQ.;ALMACEN;DESAYUNO
61730;7795933000557;PULPA FRUTILLA BAHIA X420G;ALMACEN;CONSERVAS
34170;7790380005582;HUEVO GEO DECOR GLASE X120G;ALMACEN;GOLOSINAS Y CHOCOLATES
2609;7790580055806;SUGUS CONFITES EVOLUTION X50G;ALMACEN;GOLOSINAS Y CHOCOLATES
57920;7797394001265;TIC-TAC MIX FRUTAS;ALMACEN;GOLOSINAS Y CHOCOLATES
56699;7791273000073;JUREL AL NATURAL X425;ALMACEN;CONSERVAS
68511;7791866000664;KETCHUP NATURA D/P X500 C/TAPA;ALMACEN;ACEITES Y VINAGRES
34049;7791152980564;CHARLOTTE A/RON STAPLER X500G;ALMACEN;CONSERVAS
56700;7791273000233;JUREL EN ACEITE X425;ALMACEN;CONSERVAS
26368;7791273000691;CABALLA NOGAL E/ACEITE X380G;ALMACEN;CONSERVAS
51696;51696;LEYENDA PREM. PAN DE QUES XKG;ALMACEN;HARINAS
26369;7791273000684;CABALLA NOGAL A/NAT X380G;ALMACEN;CONSERVAS
50290;;DULCE LECHE RAMOLAC REP X 5KG;ALMACEN;DESAYUNO
52655;7790202000573;ATUN PENNISI E/ACEI 48X170G;ALMACEN;CONSERVAS
52656;7790202000580;ATUN PENNISI E/NATURAL 48X170G;ALMACEN;CONSERVAS
29603;7791620005843;BIZ.DANMIX CHOCOLATE;ALMACEN;REPOSTERIA Y POSTRES
26146;7791620005850;POLVO HORNO DANAFORT 6X1,8KG;ALMACEN;REPOSTERIA Y POSTRES
74466;7613287214645;LECHE NIDO ORGANICA LATA X370;ALMACEN;DESAYUNO
51697;0;DANASWEET BRILLO;ALMACEN;REPOSTERIA Y POSTRES
3188;7792070000075;ACEITU.NUCETE VDE PREM X220G;ALMACEN;CONSERVAS
20295;7790580058906;CARAM.SUGUS MAX ANANA X560;ALMACEN;GOLOSINAS Y CHOCOLATES
3263;7792070034353;ACEITU.NUCETE DES.PREM X180G;ALMACEN;CONSERVAS
28746;7791775001554;CACAO AMARGO CHEVALIER 20X100G;ALMACEN;DESAYUNO
20296;7790580059002;CARAM.SUGUS MAX MENTA X560;ALMACEN;GOLOSINAS Y CHOCOLATES
3181;7792070034391;ACEITU.NUCETE RELL.PREM X220G;ALMACEN;CONSERVAS
13;7796431000070;HARINA INTEGRAL INSTITUTO X500;ALMACEN;HARINAS
52493;7803911000205;KIWIS CONFITADOS E/ALMIB X3KG;ALMACEN;CONSERVAS
6075;7792070000068;ACEITU.NUCETE VERD PREM X400G;ALMACEN;CONSERVAS
3184;7792070004851;ACEITU.NUCETE VDE.DES.PRE X400;ALMACEN;CONSERVAS
20297;7790580504106;CARAM.SUGUS MAX FRUTI X560;ALMACEN;GOLOSINAS Y CHOCOLATES
20298;7790580059309;CARAM.SUGUS MAX TUTTI X560;ALMACEN;GOLOSINAS Y CHOCOLATES
17;7796431000100;HARINA MAIZ CREMA INST.X1KG;ALMACEN;HARINAS
6076;7792070004899;ACEITU.NUCETE VDE PRE REL X400;ALMACEN;CONSERVAS
3201;7792070004608;ACEITU.NUCETE VDE DES LIG X180;ALMACEN;CONSERVAS
34048;7791152980595;CHARLOTTE A/MENTA STAPLER X500;ALMACEN;CONSERVAS
3203;7792070004615;ACEITU.NUCETE NEG/DES LIG 180G;ALMACEN;CONSERVAS
19;7796431000124;SALVADO TRIGO INSTITUTO X500G;ALMACEN;HARINAS
3196;7792070001089;ACEITU.NUCETE VERDE SCH X200G;ALMACEN;CONSERVAS
3215;7792070001133;ACEITU.NUCETE VDE SACH X500GR;ALMACEN;CONSERVAS
12;7796431000063;AVENA INSTITUTO INSTANT X500;ALMACEN;HARINAS
56926;56926;ACEITU.SEV.R.VDE Nº1PVC X 2KG;ALMACEN;CONSERVAS
20306;0;CARAM.SUGUS PLEGADO 700GR;ALMACEN;GOLOSINAS Y CHOCOLATES
3191;7792070011149;ACEITU.NUCETE NEGRA D/P X180;ALMACEN;CONSERVAS
56928;56928;ACEITU.SEV.REAL VDE Nº00 2KG;ALMACEN;CONSERVAS
31092;7794244001680;ACEITU.SEV.REAL VDE Nº00 X2KG;ALMACEN;CONSERVAS
70717;7798308960814;"ACEITUNAS VERDE ""0"" DLT X300G";ALMACEN;
71058;7798308960821;"ACEIT.VERDE ""0"" DLT X600";ALMACEN;
71054;7798308960838;"ACEIT.VERDE ""0"" DLT BALDE X1.5";ALMACEN;
20300;7790580060701;CARAM.SUGUS MAX UVA X560;ALMACEN;GOLOSINAS Y CHOCOLATES
1871;7791620006086;DANICA OLIVIO  X 200GR;ALMACEN;ACEITES Y VINAGRES
50395;2023814059352;ACEITU.SEV.REAL NGA E/AC X 2KG;ALMACEN;CONSERVAS
52657;7790202000610;CALAMAR PENNISI E/ACEI 48X170G;ALMACEN;CONSERVAS
27759;7790206006106;MARROC FELFORT X14G;ALMACEN;GOLOSINAS Y CHOCOLATES
3193;7792070001041;ACEITU.NUCETE VERDE D/P X100GR;ALMACEN;CONSERVAS
25929;0;ACEITU.SEV.REAL NGA SALM X2KG;ALMACEN;CONSERVAS
56998;7792070001027;ACEITU.NUCETE SCH NGRA X100;ALMACEN;CONSERVAS
70718;7798308960920;"ACEITUNAS NEGRA DLT ""0"" X300G";ALMACEN;
3585;;SAL 2ANCLAS GRUESA SALERO X500;ALMACEN;SAL, PIMIENTA, ESPECIAS
22925;22925;TOMATE SECO MERIDIANO X 1K;ALMACEN;CONSERVAS
70719;7798308960777;ACEITUNAS RELL/MORRON DLT X300;ALMACEN;
54092;54092;CAFE LA VIRG.MOL.TORR.CLAS.X1K;ALMACEN;DESAYUNO
20301;7790580061807;CARAM.SUGUS CONF. MINI 25G;ALMACEN;GOLOSINAS Y CHOCOLATES
71764;7798308960807;ACEITUNAS RELL/MORRON DLT X650;ALMACEN;
70721;7798308960739;ACEITUNAS DES.CON E/A DLT X300;ALMACEN;
71769;7790150006191;CAFE LV GRANO TORRADO CLAS.X1K;ALMACEN;DESAYUNO
71055;7798308961323;"ACEIT.VERDE ""0"" DLT X800G";ALMACEN;
71057;7798308961385;"ACEIT.VERDE ""0"" DLT VIDRI.X1.5";ALMACEN;
57689;7791775001622;MIEL PURA CHEVALIER 12X500;ALMACEN;DESAYUNO
71056;7798308961408;"ACEIT.VERDE ""0"" DLT PLAST.X3K";ALMACEN;
77837;727373150148;ALFAJOR MEMBRILLO FLV X 60GR;ALMACEN;DESAYUNO Y MERIENDA
71053;7798308961392;"ACEIT.VERDE ""0"" DLT VIDRIO X3K";ALMACEN;
50360;7793551002113;"ACEITU.PRINCET VDE""0""FCO X3K";ALMACEN;CONSERVAS
77838;727373150131;ALFAJOR BLANCO FLV X 60GR;ALMACEN;DESAYUNO Y MERIENDA
3527;7790150006108;CAFE LA VIR.MOL.TOR.CLA.X125;ALMACEN;DESAYUNO
3525;7790150006122;CAFE LA VIR.MOL.TOR.CLA.X250;ALMACEN;DESAYUNO
13236;7790380006343;CHOC.TOKKE C-L-MANI X50G;ALMACEN;GOLOSINAS Y CHOCOLATES
5734;7793360002007;DURAZNO LA CAMPAG.X820G;ALMACEN;CONSERVAS
52108;7790150006153;CAFE LA VIR.MOL.TOR.CLA.X500;ALMACEN;DESAYUNO
15540;7790380006350;CHOC.TOKKE LECHE X130G;ALMACEN;GOLOSINAS Y CHOCOLATES
13239;7790380006367;CHOC.TOKKE BLANCO X130G;ALMACEN;GOLOSINAS Y CHOCOLATES
74431;7790150006375;CAFE MOLIDO LV.TORRADO EQ.X1KG;ALMACEN;DESAYUNO
57659;7793360002038;DURAZNO BC LA CAMPAÑ.LTA X800;ALMACEN;CONSERVAS
73208;7790150005989;CAFE LV MOLIDO PURO AROMA X250;ALMACEN;DESAYUNO
28758;7793551001697;"ACEITU.PRINCET VDE""1""FCO X660";ALMACEN;CONSERVAS
28767;7793551000942;"ACEITU.PRINCET.VDE""1""FCO X330";ALMACEN;CONSERVAS
28759;7793551000935;"ACEITU.PRINCET.VDE""1""FCO X3KG";ALMACEN;CONSERVAS
5303;7793360002106;COCTEL FRUTAS LA CAMPAG.X820G;ALMACEN;CONSERVAS
30957;7798120430649;ESENCIA VIRREYNA BUDIN X100ML;ALMACEN;REPOSTERIA Y POSTRES
4309;7793890252811;BUDIN VALENTE MARMOL X0G;ALMACEN;REPOSTERIA Y POSTRES
69402;7792280000605;YERBA CACHAMATE DEL LIT. X500G;ALMACEN;DESAYUNO
23171;;POSTRE DULCOR DDL+CHOC X KG;ALMACEN;REPOSTERIA Y POSTRES
30987;7793046006534;POSTRE DULCOR DDL+CHOC X5KG;ALMACEN;REPOSTERIA Y POSTRES
4310;7793890252828;BUDIN VALENTE VAINIL X170G;ALMACEN;REPOSTERIA Y POSTRES
4307;7793522000155;BUDIN VALENTE C/FRUTA X250G;ALMACEN;REPOSTERIA Y POSTRES
27459;7791775000656;PERAS CHEVALLIER 20X250G;ALMACEN;CONSERVAS
59664;7793890252804;BUDIN VALENTE CHIP.CHOC X170G;ALMACEN;REPOSTERIA Y POSTRES
4308;7793890252842;BUDIN VALENTE LIMON X170G.;ALMACEN;REPOSTERIA Y POSTRES
16273;7790580066000;CARAM.SUCHARD GRANEL X 1KG;ALMACEN;GOLOSINAS Y CHOCOLATES
20279;7790580066109;CARAM.SUCHARD ACIDOS 200G;ALMACEN;GOLOSINAS Y CHOCOLATES
27457;7791775000663;HIGO CHEVALLIER 20X250G;ALMACEN;CONSERVAS
28760;7793551002120;"ACEITU.PRINCET.VDE""2""FCO X3KG";ALMACEN;CONSERVAS
5936;7793360002175;COCTEL FRUTA LA CAMPAG BC X800;ALMACEN;CONSERVAS
6028;7794244000669;SALSA PARRILLERA SEV.REAL X250;ALMACEN;ACEITES Y VINAGRES
4311;7793522000087;PAN DULCE MI-VA X700G;ALMACEN;REPOSTERIA Y POSTRES
69756;7791885000676;ATUN JANDAIA ACIT/AGUA X170G;ALMACEN;CONSERVAS
73391;7793890252859;BUDIN VALENTE DDL X220G;ALMACEN;REPOSTERIA Y POSTRES
5735;7793360002151;PERAS LA CAMPAG A/NAT X820G;ALMACEN;CONSERVAS
25924;7794244000683;PICKLE SEV.REAL VIDRIO 24X200;ALMACEN;CONSERVAS
28768;7793551000478;ACEITU.PRINCET.VDE D/P X100;ALMACEN;CONSERVAS
3661;7792900009384;SAL 2ANCLAS LIGH+ESP SALE X200;ALMACEN;ACEITES Y VINAGRES
3662;7792900009377;SAL 2ANCLAS LIGH+HIE SALE X200;ALMACEN;ACEITES Y VINAGRES
65928;7793890252866;BUDIN VALENTE BANANA X220G.;ALMACEN;REPOSTERIA Y POSTRES
56936;7794244000690;PICKLES MIXTOS FRASCO X 400GS;ALMACEN;CONSERVAS
71825;7792900990088;SAL 2ANCLAS LIGHT SALER X250G;ALMACEN;SAL, PIMIENTA, ESPECIAS
5823;7791273000585;ESPARRAGO NOGAL BCO T/LGO X330;ALMACEN;CONSERVAS
19846;7791273001155;ESPARRAGO NOGAL BCO T/LGO X800;ALMACEN;CONSERVAS
51002;7794244001437;ACEITU.SEV.REAL VDE Nº000 X1K;ALMACEN;CONSERVAS
57907;7791273000301;CORAZON ALCAUCIL NOGAL X310G;ALMACEN;CONSERVAS
74886;7798128002138;GALL.ORGAN.AVENA/MIEL CACHAFAZ;ALMACEN;DESAYUNO Y MERIENDA
71118;7798308960760;ACEITE DE OLIVA E/V.DLT X750;ALMACEN;ACEITES Y VINAGRES
74887;7798128002145;GALL.ORGAN.CACAO/MIEL CACHAFAZ;ALMACEN;DESAYUNO Y MERIENDA
22998;7792860003378;PICO DULCE MINT X53U;ALMACEN;GOLOSINAS Y CHOCOLATES
71117;7798308961262;ACEITE DE OLIVA E/V.DLT X500;ALMACEN;
17447;17447;"PASTA ACEITU.VERDE ""QG"" 180G";ALMACEN;CONSERVAS
56361;7791866000435;MOSTAZA NATURA D/P X250G;ALMACEN;ACEITES Y VINAGRES
31949;17793046008818;MERM.DULCOR DZNO PCION 144X20G;ALMACEN;DESAYUNO
5736;7793360002236;PERAS LA CAMPAG.BC A/NAT X800G;ALMACEN;CONSERVAS
16062;7793360002090;ANANA LA CAMPAG E/RODAJA X825;ALMACEN;CONSERVAS
22234;8410042184002;PULPO PAY-PAY E/ACEITE 25X115G;ALMACEN;CONSERVAS
22233;8410042184200;PULPO PAY-PAY A/AJILLO 25X115G;ALMACEN;CONSERVAS
33922;8410042184309;PULPO PAY-PAY MARINERA X115G;ALMACEN;CONSERVAS
54464;7791152980724;PULPA MANGO STAPLER PREM.X420G;ALMACEN;CONSERVAS
74844;7793046007302;MERM.MEMBR.SIN AZUC.CORM X390G;ALMACEN;DESAYUNO
74507;7797648000129;PAN DULCE DON LORENZO C/F X400;ALMACEN;REPOSTERIA Y POSTRES
30731;7798137360045;ALF.EL BALSERO ARTESANAL X12U;ALMACEN;GOLOSINAS Y CHOCOLATES
71156;0;GARAM MASALA X KG;ALMACEN;CALDOS, SOPAS, PURES
5072;7793589000013;CREMA CHANTILLY DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
17246;7793360002243;ANANA LA CAMPAG. BC X825G;ALMACEN;CONSERVAS
4834;7793589000037;CREMA CHANTILLY DAUBY X250G;ALMACEN;REPOSTERIA Y POSTRES
31038;7798155660097;SABROSITOS TRUE MIX 15KG;ALMACEN;MASCOTAS
26561;7793360001581;MAY.LA CAMPAG BC 12X350G;ALMACEN;ACEITES Y VINAGRES
26560;7793360002397;MAY.LA CAMPAG.12X350G;ALMACEN;ACEITES Y VINAGRES
66953;7793589000242;CREMA CHANTI.DAUBY CHOCO.X100G;ALMACEN;REPOSTERIA Y POSTRES
57688;7791775000779;POLVO PARA HORNEAR NANI 200GR;ALMACEN;REPOSTERIA Y POSTRES
51081;7794244000744;ACEITU.SEV.REAL VDE Nº1 X200;ALMACEN;CONSERVAS
34054;7791152980748;PULPA MARACUYA STAPLER X420G;ALMACEN;CONSERVAS
78284;7790150007501;CAFE MOLIDO TOSTADO LV X250;ALMACEN;DESAYUNO Y MERIENDA
28410;7790580075019;TABLETA CHONIK 30X30G;ALMACEN;GOLOSINAS Y CHOCOLATES
51047;7794244000751;ACEITU.SEV.REAL VDE Nº1 X400;ALMACEN;CONSERVAS
52829;;DULCE MEMBRILLO OTITO X KG;ALMACEN;REPOSTERIA Y POSTRES
66954;7793589000211;CREMA CHANTI.DAUBY DDL X100G;ALMACEN;REPOSTERIA Y POSTRES
33093;7791775000755;FRUTA MIXTA CHEVALIER X250G;ALMACEN;CONSERVAS
64867;64867;AZUCAR SEGAFREDO ZANETTI X 5KG;ALMACEN;DESAYUNO
29980;7793046007517;MERM.CORMILLOT DZNO FIBR.X390;ALMACEN;DESAYUNO
34055;7791152980762;PULPA ARANDANO STAPLER X420G;ALMACEN;CONSERVAS
66955;7793589000204;CREMA CHANTI.DAUBY FRUTI.X100G;ALMACEN;REPOSTERIA Y POSTRES
3199;7792070000495;ACEITU.NUCETE FCO.VDE.REL.X200;ALMACEN;CONSERVAS
3207;7792070001065;ACEITU.NUCETE DESC.SACH X80GR;ALMACEN;CONSERVAS
3208;7792070001072;ACEITU.NUCETE VDE REL SCH X100;ALMACEN;CONSERVAS
64868;64868;EDULCORANTE DULKRE CAJA X400U;ALMACEN;DESAYUNO
29981;7793046007593;MERM.CORMILLOT FRUT FIBR.X390;ALMACEN;DESAYUNO
29982;7793046007708;JALEA DULCOR UVA LIGH X390G;ALMACEN;DESAYUNO
66956;7793589000228;CREMA CHANTI.DAUBY CAFE X100G;ALMACEN;REPOSTERIA Y POSTRES
69767;7791078000773;LECHE SOJA FORTY PUIGGARI X250;ALMACEN;DESAYUNO
18805;7793360077401;ATUN LA CAMPAG A/NAT X200G;ALMACEN;CONSERVAS
57908;7793046007845;MERM.CORMILLOT HIGO LIGH X390G;ALMACEN;DESAYUNO
23034;7793360077500;ATUN LA CAMPAG.NAT C/LIM X170G;ALMACEN;CONSERVAS
29985;7793046007753;MERM.CORMILLOT DAMAS LIG X390G;ALMACEN;DESAYUNO
22623;7792860007772;CARAM.LHERIT MENTA NEGRA X408G;ALMACEN;GOLOSINAS Y CHOCOLATES
29986;7793046007777;MERM.CORMILLOT CIRU LIGH X390G;ALMACEN;DESAYUNO
25414;7792860007789;CARAM.LHERIT MENTA BL X810G;ALMACEN;GOLOSINAS Y CHOCOLATES
28770;7793551000997;ACEITU.PRINCET.RELL/MORR X3K;ALMACEN;CONSERVAS
52495;52495;QUINOTOS G&B CONFITADOS X3KG;ALMACEN;CONSERVAS
31676;7794244000782;ACEITU.SEV.REAL VDE PVC X240;ALMACEN;CONSERVAS
31012;7793046007807;JALEA DULCOR MEMBRILL LIG X390;ALMACEN;DESAYUNO
66957;7793589000235;CREMA CHANTI.DAUBY COCO X100G;ALMACEN;REPOSTERIA Y POSTRES
3587;7792900000091;SAL 2ANCLAS F-MESA SALE X500G;ALMACEN;SAL, PIMIENTA, ESPECIAS
2055;7790411002092;M/C ROSAMONTE SAQUITOS X25U;ALMACEN;DESAYUNO
53559;7791775000786;FRUTA ESCURRIDA CHEVALIER X250;ALMACEN;CONSERVAS
3214;7793551000973;ACEITU.PRINCET VDE RODAJ X3KG;ALMACEN;CONSERVAS
22625;7792860007895;CARAM.LHERIT RELL.FRUTA X408G;ALMACEN;GOLOSINAS Y CHOCOLATES
25415;7792860007901;CARAM.LHERIT RELL-FRUTA 8X810G;ALMACEN;GOLOSINAS Y CHOCOLATES
29998;7793046008408;MERM.DULCOR MEMBRILLO X454G;ALMACEN;DESAYUNO
28769;7793551000980;ACEITU.PRINCET.VDE DESC.X3KG;ALMACEN;CONSERVAS
741;7793940798009;QUESO RALL.CASANTO X150 GR.;ALMACEN;
31675;7794244000799;ACEITU.SEV.REAL VDE FCO X500;ALMACEN;CONSERVAS
52831;;DULCE BAT-VAIN OTITO XKG;ALMACEN;REPOSTERIA Y POSTRES
29988;7793046008002;MERM.DULCOR MEMBRILLO X500G;ALMACEN;DESAYUNO
50393;50393;"ACEITU.SEV.REAL VDE ""0""X500G";ALMACEN;CONSERVAS
78526;7798128002183;CHOC.CACHAF C/LECH ALMEN.X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
76733;7798128002350;CHOC.CACHAF C/LECH AVELL.X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
28764;7793551000348;CEBOLLITA MARVA.BLANCA 6X330G;ALMACEN;CONSERVAS
76734;7798128002282;CHOC.CACHAF SEM-AM ALMEN.X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
76732;7798128002343;CHOC.CACHAF SEMI-AM AVEL.X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
31337;7795921000804;HELADO GELFRI LIGHT CHOC X40;ALMACEN;REPOSTERIA Y POSTRES
29995;7793046008040;MERM.DULCOR HIGO X500G;ALMACEN;DESAYUNO
70725;7798308961101;DURAZNO AL NAT.MITAD.MN X2.9K;ALMACEN;
50310;7791696001121;ALF.DEUBEL TRIPLE 16X12U;ALMACEN;GOLOSINAS Y CHOCOLATES
24798;7793551000713;"CEBOLLITA MARVA.BCA""000"" X200";ALMACEN;CONSERVAS
29989;7793046008064;MERM.DULCOR PERA X500G;ALMACEN;DESAYUNO
70726;7798308960609;MERM.DURAZNO N/M X400;ALMACEN;
53286;7790411000807;Y/M ROSAMONTE DESPALADA X1KG;ALMACEN;DESAYUNO
70772;7798308960913;CEZAS MARRASQUINO ROJA MN X370;ALMACEN;
29990;7793046008088;MERM.DULCOR MANZANA X500G;ALMACEN;DESAYUNO
70773;7798308961170;CEZAS MARRASQUINO ROJA MN X740;ALMACEN;
24282;7793589040019;CACAO AZUCARADO DAUBY X200G;ALMACEN;DESAYUNO
30369;7792750000784;CAZUELA MARISCO MARBELLA X500G;ALMACEN;CONSERVAS
25888;7790726119232;MANTECADO DULCYPAS X370G;ALMACEN;DESAYUNO
53192;7794244001444;ACEITU.SEV.REAL VDE Nº1 X1KG;ALMACEN;CONSERVAS
27554;7792750001064;PAELLA MARISCO MARBELLA 12X400;ALMACEN;CONSERVAS
27638;7794244001420;ACEITU.SEV.REAL VDE Nº00 X1KG;ALMACEN;CONSERVAS
70709;7798308960241;DURAZNO AL NAT.MITAD.DLT X800;ALMACEN;CONSERVAS
76301;7798308961125;DURAZNO AL NAT.MITAD.MN X800G;ALMACEN;CONSERVAS
50357;7793551000515;PEPINILLO MARVA.AGRIDULC X330G;ALMACEN;CONSERVAS
53287;7790411000814;Y/M ROSAMONTE DESPALADA X500;ALMACEN;DESAYUNO
33696;7791696008106;ALF.DEUBEL FRUTA;ALMACEN;GOLOSINAS Y CHOCOLATES
76735;7798128002251;CHOC.CACHAF TAZA 63%CACAO X100;ALMACEN;GOLOSINAS Y CHOCOLATES
51459;7791696008137;ALF.DEUBEL CHOCO C/ALMEN X60G;ALMACEN;GOLOSINAS Y CHOCOLATES
50358;7793551000171;PEPINILLO MARVA.E/VINAG 15X200;ALMACEN;CONSERVAS
74858;7790480008251;TÉ NEGRO GREEN HILLS  X 25SAQ.;ALMACEN;DESAYUNO
33697;7791696008113;ALF.DEUBEL MAICENA;ALMACEN;GOLOSINAS Y CHOCOLATES
30988;7793046008170;MERM.DULCOR CIRUELA X250G;ALMACEN;DESAYUNO
74859;7790480008220;TÉ NEG.GREEN HILLS HEBRAS 100G;ALMACEN;DESAYUNO
58024;7792750000807;TUCO MARISCOS MARBELLA X300G;ALMACEN;CONSERVAS
33698;7791696008144;ALF.DEUBEL SANTAFESINO;ALMACEN;GOLOSINAS Y CHOCOLATES
30989;7793046008194;MERM.DULCOR FRUTILLA X250G;ALMACEN;DESAYUNO
33699;7791696008328;PASTAFROLA DEUBEL FROLITAS;ALMACEN;DESAYUNO
20059;7793589040040;CACAO AMARGO DAUBY X200G;ALMACEN;DESAYUNO
75885;7790480089871;TE VERDE GREEN HILLS X25SAQ;ALMACEN;DESAYUNO
54507;7794244002830;ACEITU.SEV.REAL VDE Nº2 X2KG;ALMACEN;CONSERVAS
54318;7791775000830;GRANAS CHEVALIER COLORES X50G;ALMACEN;REPOSTERIA Y POSTRES
74856;7790480000449;TÉ NEGRO LA TRANQUERA X 25SAQ.;ALMACEN;DESAYUNO
29873;7793589110767;SALSA CHOC.DAUBY CHARL.6X450G;ALMACEN;CONSERVAS
74857;7790480000456;TÉ NEGRO LA TRANQUERA X 50SAQ.;ALMACEN;DESAYUNO
51753;7798155660110;SABROSITOS TRUEMIX ADULTO 8KG;ALMACEN;MASCOTAS
60217;7790380008347;BARRA CER.GEORG.MZA LIG 30X63G;ALMACEN;GOLOSINAS Y CHOCOLATES
74860;7790480089847;TÉ NEG.GREEN HILLS CLAS.X 25S;ALMACEN;DESAYUNO
74861;7790480089854;TÉ NEG.GREEN HILLS CLAS. X 50S;ALMACEN;DESAYUNO
27748;7790206008407;BANANINA FELFORT 30X15G;ALMACEN;GOLOSINAS Y CHOCOLATES
33323;78602731;HUEVO KINDER JOY X1U;ALMACEN;GOLOSINAS Y CHOCOLATES
76175;7790480089901;TÉ NEG.GREEN HILLS HEBRA X100G;ALMACEN;DESAYUNO
27753;7790206008452;BANANINA FELFORT SPLIT 30X20G;ALMACEN;GOLOSINAS Y CHOCOLATES
54317;7791775000847;GRAGEAS CHEVALIER COLORES X50G;ALMACEN;REPOSTERIA Y POSTRES
30005;7793046008484;MERM.DULCOR MANZANA X454G;ALMACEN;DESAYUNO
30991;7793046008521;JALEA DULCOR MEMBRILLO X454G;ALMACEN;DESAYUNO
73146;7798122381444;GALL.NANI.CIRUEL Y PASAS 120GR;ALMACEN;DESAYUNO
73147;7798122381451;GALL.NANI.FRUTAS TROP 120GR;ALMACEN;DESAYUNO
30008;7793046008651;MERM.DULCOR DAMAS LIGH X420G;ALMACEN;DESAYUNO
21234;7790380008729;HUEVO GEO EURO CHOC LECH X145G;ALMACEN;GOLOSINAS Y CHOCOLATES
53304;7792340000873;PEPINO MERDIANO FCO X660G;ALMACEN;CONSERVAS
74999;74999;SALSA SOJA SAKANASHI X 5LITR;ALMACEN;ACEITES Y VINAGRES
62009;7794940000642;AZUCAR HILERET LIGH 100X2,5G;ALMACEN;DESAYUNO
21235;7790380008798;HUEVO GEORGALO CHOC LECH X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
74862;7790480089680;TÉ NEG.GREEN H.DUR/MANGO X 20S;ALMACEN;DESAYUNO
74863;7790480089673;TÉ NEG.GREEN HILLS LIMON X 20S;ALMACEN;DESAYUNO
74864;7790480089666;TÉ NEG.GREEN H.FRUTILLA X 20S;ALMACEN;DESAYUNO
34171;7790380008842;HUEVO GEORGALOS CHOC LECH X75G;ALMACEN;GOLOSINAS Y CHOCOLATES
76178;7790480089703;TÉ NEG.GREEN HILLS BOLDO X 20S;ALMACEN;DESAYUNO
76179;7790480089697;TÉ NEG.GREEN H.MANZANIL. X 20S;ALMACEN;DESAYUNO
75884;7790480089758;TÉ NEG.GREEN BLEND RELAX X20S;ALMACEN;DESAYUNO
76176;7790480089727;TÉ NEG.GREEN H.BREAKFAST X 20S;ALMACEN;DESAYUNO
76177;7790480089710;TÉ NEG.GREEN H.EARL GREY X 20S;ALMACEN;DESAYUNO
69337;7790411000890;Y/M ROSAMONTE P/TERERE X500KG;ALMACEN;CONSERVAS
12089;7898024395706;HUEVO KINDER PASCUA ROSA X150G;ALMACEN;GOLOSINAS Y CHOCOLATES
